name,studentId,major,email,nationality,homeLand,score,gender
Lan Mensah,S498442,HumanResourcesManagement,contact_aurora@yandex.com,Finland,2,44,0
Jordan Gutierrez,S446919,Accounting,service_phoenix@aol.com,Botswana,1,36,1
Marco Al-Masri,S294901,Education(Primary/Secondary),sales_aurora@yahoo.com,Hungary,2,66,1
Neha Johansen,S293771,SupplyChainManagement,feedback_stellar@me.com,China,2,42,0
Emily Rao,S379916,Biochemistry,j.smith_45@yahoo.com,Dominica,0,26,0
Eero Rossi,S471086,Archaeology,webquery_obsidian@hotmail.com,Estonia,1,61,1
Christopher Kaya,S529315,Biotechnology,t.zhang_services@me.com,Finland,2,32,0
Raj Hussein,S356292,Finance,contact_vivid@yandex.com,ElSalvador,1,34,1
Taylor Yang,S527390,Geography,tech_nexus@icloud.com,Congo(DemocraticRepublic),2,61,1
Idris Jones,S963289,Finance,service_iron@msn.com,Brunei,0,35,1
Khalid Davis,S60274,Kinesiology,sales_quantum@yahoo.com,Germany,1,25,1
Li Lewis,S118037,Linguistics,media_crimson@protonmail.com,Brazil,2,54,1
Minh Yamamoto,S807074,Medicine(Pre-Med),hello_flux@live.com,Congo(DemocraticRepublic),2,16,0
Emi Mahmoud,S406591,Epidemiology,info_zenith@zoho.com,Brunei,0,28,0
Mio Sato,S900131,Linguistics,help_terra@icloud.com,Côted'Ivoire,2,55,1
Sora Reddy,S949787,Statistics,support_frostvale@live.com,Chad,0,14,0
Lan Zhao,S45287,Philosophy,tech_astral@icloud.com,Comoros,1,53,0
Alex Kimura,S472902,ClimateScience,admin_aurora@hotmail.com,Chad,0,85,1
Skyler Huang,S585529,History,hello.vortexgrid@me.com,Germany,1,52,0
Tariq Hassan,S149881,Photography,media_crimson@protonmail.com,Congo(Republic),0,82,1
Reza Chen,S372255,GraphicDesign,admin_nexa@hotmail.com,CentralAfricanRepublic,2,67,1
Jing Petrov,S829437,SocialWork,feedback_ironwave@msn.com,Gambia,2,58,0
Aaron Johnson,S473369,Geology,media_echelon@protonmail.com,Ghana,2,12,1
Phoenix Kimura,S624123,PublicHealth,help_stellar@outlook.com,Burundi,0,21,1
Li Gutierrez,S499187,GameDesign,support_solstice@me.com,Congo(DemocraticRepublic),2,81,0
Riko Pérez,S366287,Education(Primary/Secondary),support_quantum@aol.com,Eritrea,0,65,0
Isaac Abebe,S384955,Film&MediaStudies,admin_vexelon@hotmail.com,BurkinaFaso,2,72,1
Minh Goldberg,S872247,Psychology,service_stellar@msn.com,Brazil,2,48,0
Ravi Çelik,S286704,DigitalMarketing,help_zenith@outlook.com,Gambia,2,89,0
Emily Wu,S509232,PublicHealth,admin_vexelon@hotmail.com,Estonia,1,20,1
Tariq Ramírez,S770682,Neuroscience,admin_zenith@hotmail.com,ElSalvador,1,10,0
Yara Diop,S238084,FashionDesign,service_nexa@msn.com,Estonia,1,72,0
David Ferrari,S970135,Archaeology,hello_vireoworks@live.com,Benin,0,61,0
David Petrov,S316705,InternationalRelations,support_quantumcore@icloud.com,BurkinaFaso,2,56,0
Louis Al-Khalifa,S886137,History,hello_flux@live.com,Canada,1,53,0
Ingrid Georgiou,S608310,IndustrialDesign,sales_quantum@yahoo.com,Eritrea,0,73,0
Dewi Matsumoto,S203864,InternationalRelations,help_orion@outlook.com,Brunei,0,55,0
Rasha VanDijk,S836893,ClimateScience,info_aurora@zoho.com,Djibouti,2,85,0
Hua Ma,S106627,UrbanPlanning,feedback_aurora@me.com,Georgia,0,63,0
Eilidh Abbas,S991132,Geography,contact_pulsewave@yandex.com,ElSalvador,1,61,0
Riley Khan,S929171,SocialWork,contact_aurora@yandex.com,Cuba,1,58,0
Yue Jung,S951084,Education(Primary/Secondary),tech_nexa@icloud.com,Ethiopia,0,66,0
Rong Reyes,S532980,UX/UIDesign,hello.vortexgrid@me.com,Ghana,2,91,1
Aino Taylor,S378753,ClimateScience,support_quantum@aol.com,Cuba,1,85,0
Aisha Yamada,S967942,FashionDesign,service_quantum@msn.com,Guatemala,2,73,0
Elliot Kobayashi,S699668,MusicPerformance/Theory,media_eclipse@protonmail.com,Greece,0,76,0
Yuna Goldberg,S165618,Archaeology,stellarsky2024@msn.com,Finland,2,61,1
Meera Rodríguez,S275154,Nanotechnology,contact_quantum@yandex.com,Finland,2,16,1
Hui Visser,S136274,InternationalRelations,feedback_aurora@me.com,Honduras,1,56,0
Malik Lewis,S24121,Genetics,service_nexa@msn.com,Cuba,1,27,1
Eero Yamada,S746773,Biochemistry,service_iron@msn.com,Ecuador,2,27,1
Léa Williams,S197929,InternationalRelations,contact_nexa@yandex.com,Gambia,2,56,0
Xiu Bakker,S834028,Philosophy,contact_nexa@yandex.com,Canada,1,53,0
Ying Dubois,S244915,SpecialEducation,query.nexorium@zoho.com,Guyana,2,66,1
Olga Wong,S766020,CreativeWriting,support_voltex@aol.com,Djibouti,2,79,1
Sora Martin,S197568,Geology,service_phoenix@aol.com,Croatia,0,12,1
Katarzyna Desai,S388677,Genetics,sales_quantum@yahoo.com,CaboVerde,1,27,0
Nadia Cruz,S9405,GenderStudies,media_flux@protonmail.com,Croatia,0,60,1
Dmitri Malhotra,S52389,SpecialEducation,hello_vireoworks@live.com,Gabon,1,67,0
Rachel Anderson,S373466,Film&MediaStudies,feedback_ironwave@msn.com,Czechia,0,71,0
Emily Larsen,S132063,Medicine(Pre-Med),feedback_terra@me.com,ElSalvador,1,16,0
Andrew Lee,S740675,Meteorology,hello_vireoworks@live.com,Cyprus,2,12,0
Jun Zayed,S417162,Nanotechnology,sales_flux@yahoo.com,France,0,15,0
Aarav Hu,S775290,FineArts,hello_zenith@live.com,Greece,0,71,0
Tamar Sow,S114550,Entrepreneurship,n.lee_consulting@yandex.com,Cuba,1,40,0
Zara Tran,S786943,EthicalAI&Policy,sales_eclipse@yahoo.com,Congo(Republic),0,87,0
Khalid Smirnov,S130617,RenewableEnergyEngineering,hello_infinitum@me.com,Croatia,0,86,1
Phoenix Gupta,S710974,Geography,media_astralink@icloud.com,DominicanRepublic,1,62,0
Siobhan Khalid,S206730,GenderStudies,support_quantumcore@icloud.com,Haiti,0,59,1
Zara Dubois,S417966,Nutrition&Dietetics,info_silverhawk@zoho.com,Denmark,1,23,1
Sanjay Wilson,S426657,Education(Primary/Secondary),query_aurora@yandex.com,ElSalvador,1,65,0
Abigail Sethi,S436895,Astrophysics,sunrise_engineering@yandex.com,DominicanRepublic,1,7,1
Malik Visser,S637371,Kinesiology,tech_flux@icloud.com,Chad,0,25,0
Rhys Malhotra,S934121,Linguistics,support_voltex@aol.com,Bhutan,1,54,1
Sam Khan,S623351,FineArts,support_nexorium@aol.com,EquatorialGuinea,2,70,0
Arlo Ito,S422834,GraphicDesign,media_astralink@icloud.com,CostaRica,1,68,1
Gábor Volkov,S773703,Theater&Drama,info_summitaegis@aol.com,Ethiopia,0,77,0
Aisha Ramírez,S734519,OccupationalTherapy,admin_aurora@hotmail.com,Brazil,2,31,0
Raj Cruz,S364129,Genetics,admin_vortex@hotmail.com,Congo(Republic),0,27,0
Diya Desai,S639990,InteriorDesign,support_quantumcore@icloud.com,France,0,75,1
Andrew Reyes,S404299,EthicalAI&Policy,help_zenith@outlook.com,Finland,2,87,1
Emi Georgiou,S445904,CybersecurityPolicy,alex_rivera99@hotmail.com,Estonia,1,97,0
Taylor Gutierrez,S869265,Marketing,admin_stellar@hotmail.com,Djibouti,2,36,0
Dakota Yilmaz,S29240,UrbanPlanning,contact_aurora@yandex.com,Eswatini,2,63,1
Ying Anderson,S245544,Archaeology,hello_zenith@live.com,Bulgaria,1,61,1
Nikos Lewis,S807669,GenderStudies,help_zenith@outlook.com,Bulgaria,1,60,1
Aarav Yamada,S43396,Kinesiology,support_quantumcore@icloud.com,Colombia,0,25,0
Min-jun Hussein,S854908,ForensicScience,feedback_obsidian@me.com,France,0,93,1
Aoi Bernard,S997751,Geography,tech_stellar@icloud.com,Denmark,1,62,1
Emerson Sow,S669021,Film&MediaStudies,service_quantum@msn.com,Ethiopia,0,71,1
Budi Gutierrez,S358255,Architecture,hello_zenith@live.com,Brunei,0,69,0
Oksana Young,S764268,PoliticalScience,media_pyrexia@protonmail.com,CaboVerde,1,49,0
Tao Le,S346171,Archaeology,support_quantum@aol.com,Dominica,0,61,1
Xiu Diallo,S122560,SupplyChainManagement,support_quantumcore@icloud.com,Croatia,0,42,1
Nia Herrera,S410815,IndustrialDesign,support_nexorium@aol.com,Haiti,0,74,1
Zahara Yilmaz,S569675,Sociology,info_nexasphere@protonmail.com,Ghana,2,49,1
Nao Müller,S307997,SocialWork,service_zephyr@msn.com,Grenada,1,59,1
Ning Volkov,S644263,Photography,hello_zenith@live.com,ElSalvador,1,82,0
Chidi Smirnov,S272181,BusinessAdministration,contact_aurora@yandex.com,Comoros,1,34,1
Morgan Schneider,S774471,SupplyChainManagement,info_aurora@zoho.com,EquatorialGuinea,2,42,0
Kai Gupta,S437671,Education(Primary/Secondary),contact_eclipse@yandex.com,Guatemala,2,66,1
Emerson Ito,S37387,Accounting,info_nexasphere@protonmail.com,Croatia,0,35,1
Rong Okafor,S856486,Nanotechnology,admin_vortex@hotmail.com,Côted'Ivoire,2,15,0
Mei Volkov,S841084,ClimateScience,service_nexus@msn.com,Gabon,1,84,1
Somchai Reddy,S653214,Architecture,sales_titan@yahoo.com,Canada,1,70,1
Gang Volkov,S126106,MusicPerformance/Theory,feedback_aurora@me.com,Ghana,2,76,1
Ren Lewis,S300445,HumanResourcesManagement,tech_cerulean@icloud.com,Croatia,0,44,0
Emi Clark,S431348,Pharmacy,service_aurora@msn.com,Congo(Republic),0,19,1
Sam Suzuki,S612558,Geography,media_eclipse@protonmail.com,Comoros,1,61,0
Tamar Al-Khalifa,S969311,Film&MediaStudies,hello_vireoworks@live.com,Côted'Ivoire,2,72,0
Ingrid Levy,S63540,Accounting,ironclad_labs@aol.com,Côted'Ivoire,2,35,1
Katarzyna Chen,S796322,Psychology,service_phoenix@aol.com,BurkinaFaso,2,48,1
Andrew Bakker,S587303,FineArts,feedback_aurora@me.com,Cyprus,2,70,1
Louis Nkrumah,S610079,Architecture,admin_aurora@hotmail.com,China,2,70,0
Asha Martin,S284829,RenewableEnergyEngineering,service_ironclad@msn.com,Czechia,0,86,0
Emre Mehra,S879382,ActuarialScience,tech_flux@icloud.com,Ethiopia,0,45,0
Mariam Al-Masri,S356432,GraphicDesign,admin_aurora@hotmail.com,Germany,1,68,1
Nia Çelik,S122787,ActuarialScience,service_aurora@msn.com,Denmark,1,45,1
Omar González,S548553,Philosophy,sales_quantum@yahoo.com,Burundi,0,53,0
Leilani Andersen,S813445,FashionDesign,tech_flux@icloud.com,Indonesia,2,73,0
Kaito Martin,S136434,Education(Primary/Secondary),help_terra@icloud.com,Belize,2,66,1
Ryota Arslan,S968952,GameDesign,hello_zenith@live.com,Gabon,1,80,0
Vihaan Sato,S361121,Kinesiology,admin_aurora@hotmail.com,Czechia,0,25,1
Dewi Nikolaidis,S797318,Linguistics,hello_vireoworks@live.com,China,2,55,1
Emily Wagner,S135105,Neuroscience,tech_stellar@icloud.com,Fiji,1,10,1
Marco López,S471583,Architecture,media_crimson@protonmail.com,Djibouti,2,69,0
Haruto Park,S979452,DisasterManagement,tech_astral@icloud.com,EquatorialGuinea,2,94,0
Kaito López,S534260,SocialWork,contact_apexion@outlook.com,Brazil,2,58,0
Sakura Hussein,S987507,GraphicDesign,query.nexorium@zoho.com,Fiji,1,67,1
Ning Malhotra,S160209,GenderStudies,webquery_obsidian@hotmail.com,CentralAfricanRepublic,2,60,0
Ning Mahmoud,S455360,Pharmacy,help_quantum@outlook.com,Eritrea,0,19,1
Tamar Williams,S121265,InteriorDesign,hello_zenith@live.com,Dominica,0,75,1
Layla López,S287009,VeterinaryScience,media_nexa@protonmail.com,Côted'Ivoire,2,23,1
Aaron Tanaka,S424030,Nursing,support_aurora@aol.com,CentralAfricanRepublic,2,18,0
Ravi Srishti,S396577,Philosophy,admin_zenith@hotmail.com,Botswana,1,53,1
Ning Hassan,S838742,Nutrition&Dietetics,media_quantum@protonmail.com,Comoros,1,24,1
Sage Smith,S153232,Film&MediaStudies,media_pyrexia@protonmail.com,Ecuador,2,72,1
Riley Chen,S786361,FashionDesign,admin_zenith@hotmail.com,Djibouti,2,73,0
Piotr Demir,S105614,GlobalHealth,jameson.tech@outlook.com,Canada,1,88,0
Li Kimura,S679618,EthicalAI&Policy,help_orion@outlook.com,DominicanRepublic,1,86,0
Ning Williams,S878073,Criminology,admin_stellar@hotmail.com,Haiti,0,57,0
Hua Taylor,S713238,Philosophy,helpdesk_echelon@yahoo.com,CaboVerde,1,54,0
Lan Dubois,S958924,Kinesiology,info_nexasphere@protonmail.com,Eritrea,0,25,1
Tariq Saleh,S801270,Genetics,contact_nexa@yandex.com,Cyprus,2,27,0
Sean Johnson,S754766,Architecture,feedback_aurora@me.com,Burundi,0,69,0
Karan Zhang,S210323,PoliticalScience,zephyron.help@icloud.com,Brunei,0,50,0
Hala Goldberg,S279983,HumanResourcesManagement,hello_vireoworks@live.com,Greece,0,44,0
Arlo Suzuki,S735998,Physiotherapy,info_summitaegis@aol.com,Côted'Ivoire,2,29,0
Kwame Cruz,S335748,ActuarialScience,support_quantumcore@icloud.com,Guatemala,2,45,0
Nia Clark,S391300,FineArts,query_aurora@yandex.com,Ghana,2,71,0
Zion Nkrumah,S333482,Linguistics,hello_embercore@live.com,Cuba,1,54,0
Morgan Thomas,S879188,Film&MediaStudies,tech_stellar@icloud.com,Finland,2,72,1
Malik Ferrari,S211206,Mathematics,admin_cobaltreach@zoho.com,Fiji,1,4,0
Myra DelaCruz,S198831,Astrophysics,admin_vexelon@hotmail.com,ElSalvador,1,7,0
Kaito Lewis,S551947,RealEstateManagement,service_stellar@msn.com,Cyprus,2,46,0
Mei Rodríguez,S262997,Sociology,service_nexa@msn.com,Iceland,0,48,1
Marco Lee,S216187,Anthropology,tech_pinnacle@yahoo.com,Chad,0,51,0
Daiki VanDijk,S499837,Geology,info_zenith@zoho.com,Dominica,0,12,1
Nonglak Lee,S405438,FashionDesign,info_polarisedge@hotmail.com,Guatemala,2,72,0
Tariq Nkrumah,S936707,RenewableEnergyEngineering,support_quantumcore@icloud.com,Ecuador,2,85,1
Abigail Diop,S789667,Geography,hello_embercore@live.com,Eritrea,0,62,1
Kaito Gupta,S419913,Biology,media_crimson@protonmail.com,Eritrea,0,9,0
Casey Pham,S941156,Biochemistry,sales_eclipse@yahoo.com,Ethiopia,0,26,0
Aisha Kuznetsov,S167100,GenderStudies,feedback_terra@msn.com,Denmark,1,60,0
Charlotte Nikolaidis,S611638,PublicHealth,support_quantum@aol.com,Finland,2,20,1
Anna Saleh,S273648,SpecialEducation,media_orionis@protonmail.com,Iran,0,67,0
Mio Ma,S614539,Finance,media_nexa@protonmail.com,Gabon,1,35,1
Hassan Kato,S442098,Criminology,media_quantum@protonmail.com,CaboVerde,1,57,0
Hassan Ferrari,S102259,Linguistics,tech_pinnacle@yahoo.com,CentralAfricanRepublic,2,55,1
Budi Mahmoud,S198214,InternationalBusiness,support_nexorium@aol.com,Denmark,1,41,0
Shota Wilson,S665045,SocialWork,contact_vivid@yandex.com,Comoros,1,59,1
Jasmin Wang,S347202,Genetics,hello_vireoworks@live.com,Ethiopia,0,28,0
Amina Cruz,S974591,Archaeology,support_quantum@aol.com,Eswatini,2,61,1
Giulia Vasiliou,S523013,Law(Pre-Law),tech_nexus@icloud.com,Eritrea,0,64,0
Somchai Rao,S452031,RealEstateManagement,feedback_obsidian@me.com,Canada,1,46,1
Mary Watanabe,S767915,Dentistry(Pre-Dental),feedback_catalyst@msn.com,Côted'Ivoire,2,21,0
Mei Liu,S162528,RenewableEnergyEngineering,hello_nexa@live.com,Cyprus,2,85,0
Morgan Park,S362411,EnvironmentalScience&Sustainability,feedback_aurora@me.com,DominicanRepublic,1,83,0
Andrew Kato,S550590,Kinesiology,admin_vortex@hotmail.com,BurkinaFaso,2,25,1
Emma Chen,S119522,Anthropology,stellarsky2024@msn.com,Hungary,2,51,0
Eero Saleh,S721279,Photography,tech_cerulean@icloud.com,ElSalvador,1,82,0
Carys Vasiliou,S135966,Film&MediaStudies,contact_quantum@yandex.com,Cambodia,2,71,1
Daniel Zayed,S719521,History,contact_nexa@yandex.com,CentralAfricanRepublic,2,53,0
Daiki Patel,S739878,SpecialEducation,sales_titan@yahoo.com,Belize,2,66,1
Ying Wu,S657315,Medicine(Pre-Med),contact_nexa@yandex.com,Gabon,1,17,0
Sophia Wagner,S477061,History,feedback_zenith@me.com,Guinea-Bissau,1,52,0
Yuna Hansen,S148296,Archaeology,moonlightstudio@protonmail.com,Bolivia,2,60,0
Ingrid Jones,S730618,OccupationalTherapy,hello_flux@live.com,Denmark,1,31,1
Tereza Kobayashi,S506662,PoliticalScience,service_quantum@msn.com,CentralAfricanRepublic,2,50,0
Miriam Mensah,S524405,History,info_cobalt@zoho.com,Eswatini,2,52,1
Michael Xu,S796684,BusinessAdministration,support_aurora@aol.com,Denmark,1,33,1
Sophia Nguyen,S290153,UrbanPlanning,admin_nexa@hotmail.com,Dominica,0,63,1
Jamie García,S36742,Architecture,tech_aurora@icloud.com,CostaRica,1,69,0
Jan Petrov,S139819,Education(Primary/Secondary),moonlightstudio@protonmail.com,Cyprus,2,66,0
Aditya Zhang,S852872,ForensicScience,admin_nexa@hotmail.com,Eritrea,0,93,1
Nabil Le,S442213,Photography,help_nexus@outlook.com,ElSalvador,1,82,1
Ning Tran,S367592,Genetics,media_echelon@protonmail.com,Djibouti,2,27,1
Mei Singh,S609962,Genetics,media_nexa@protonmail.com,Egypt,0,28,1
Rhys DelaCruz,S38246,Marketing,media_nexa@protonmail.com,Djibouti,2,37,1
Riko Kim,S890387,Anthropology,hello_zenith@live.com,Chad,0,52,0
Tao Rao,S1600,ClimateScience,media_eclipse@protonmail.com,Djibouti,2,85,1
Omar Kimura,S78980,SocialWork,hello_flux@live.com,Belgium,1,58,1
Wei Abebe,S322805,Nursing,feedback_terra@me.com,Czechia,0,18,1
Olga Lewis,S748403,Kinesiology,admin_zenith@hotmail.com,Brazil,2,25,0
João Kuznetsov,S474873,Pharmacy,service_nexa@msn.com,Ecuador,2,19,0
Aoi Johnson,S567604,Economics,media_nexa@protonmail.com,Bolivia,2,38,0
Neha Jones,S334551,Education(Primary/Secondary),info_cobalt@zoho.com,CentralAfricanRepublic,2,66,0
Sage Çelik,S243859,InternationalBusiness,admin_aurora@hotmail.com,Botswana,1,41,1
Lina Larsen,S460991,ForensicScience,sales_eclipse@yahoo.com,Ecuador,2,93,0
Eilidh Srishti,S455419,PoliticalScience,tech_flux@icloud.com,Burundi,0,50,0
Jordan Liu,S253320,ActuarialScience,admin_cobaltreach@zoho.com,Djibouti,2,45,0
Ibrahim Jain,S224887,InternationalRelations,webquery_obsidian@hotmail.com,Belgium,1,56,1
Zahara Abebe,S819887,Psychology,support_quantum@aol.com,Cyprus,2,48,1
Asha Desai,S297032,SpecialEducation,contact_stellar@yandex.com,Chad,0,66,0
Farid Matsumoto,S579161,Architecture,stellarsky2024@msn.com,Botswana,1,68,0
Eero Jain,S804773,Geography,help_stellar@outlook.com,Benin,0,62,0
John Kimura,S542249,MusicPerformance/Theory,contact_iron@yandex.com,DominicanRepublic,1,76,1
Malik Huang,S7089,History,media_quantum@protonmail.com,Cambodia,2,53,0
Hassan Reyes,S687993,SpecialEducation,support_nexorium@aol.com,Croatia,0,66,1
Skyler Sánchez,S304687,Epidemiology,sales_quantum@yahoo.com,Cyprus,2,29,1
Yuna Bianchi,S303823,ClimateScience,admin_pulse@hotmail.com,Denmark,1,85,1
Soren Kim,S158547,FineArts,info_summitaegis@aol.com,Cyprus,2,70,0
Emi Ito,S266170,Law(Pre-Law),feedback_catalyst@msn.com,Ecuador,2,64,0
Casey Reyes,S354768,SocialWork,support_nexorium@aol.com,CentralAfricanRepublic,2,58,0
Mary Ibrahim,S890627,InternationalRelations,feedback_zenith@me.com,Brazil,2,56,0
Kwame DelaCruz,S928832,Nutrition&Dietetics,sales_aurora@yahoo.com,Cameroon,0,24,1
Raj Nasser,S940116,Hospitality&TourismManagement,techquery2023@gmail.com,Canada,1,43,0
Ava Reddy,S686031,Linguistics,hello_quantum@live.com,Bolivia,2,55,0
Min-jun Yilmaz,S920655,Physiotherapy,feedback_ironwave@msn.com,ElSalvador,1,30,0
Michael Reyes,S977326,GraphicDesign,contact_quantum@yandex.com,EquatorialGuinea,2,68,0
Aino Zhou,S399327,FineArts,contact_stellar@yandex.com,Gambia,2,71,1
Tamar Zhao,S831177,CreativeWriting,info_flux@zoho.com,ElSalvador,1,79,0
Emily Abbas,S433754,GenderStudies,helpdesk_echelon@yahoo.com,Belgium,1,60,0
Rhys Reyes,S737342,Dentistry(Pre-Dental),media_quantum@protonmail.com,Gabon,1,21,1
Mei Rao,S49009,Physiotherapy,support_nexa@aol.com,EquatorialGuinea,2,30,0
Chidi Brown,S812857,Geography,support_quantum@aol.com,Guinea,0,62,0
Dewi Pérez,S735339,Film&MediaStudies,contact_quantum@yandex.com,Burundi,0,71,0
Somchai Ramírez,S209993,FashionDesign,sales_titan@yahoo.com,Djibouti,2,72,1
Ali Ma,S162305,Architecture,feedback_quantum@me.com,Côted'Ivoire,2,69,0
Olga DeJong,S684939,Anthropology,info_flux@zoho.com,Congo(DemocraticRepublic),2,52,1
Elliot Abebe,S448247,Anthropology,query.nexorium@zoho.com,Denmark,1,51,1
Hana Morales,S925739,Anthropology,support_quantum@aol.com,Ethiopia,0,52,1
Ingrid Yamada,S949463,PublicHealth,feedback_obsidian@me.com,Croatia,0,20,0
Samir Diallo,S187324,Meteorology,admin_zenith@hotmail.com,Djibouti,2,13,0
Omar Russo,S383832,Philosophy,help_quantum@outlook.com,Canada,1,54,1
Tariq Sow,S978542,VeterinaryScience,tech_aurora@icloud.com,EquatorialGuinea,2,22,1
Reza Zhu,S622490,Film&MediaStudies,moonlightstudio@protonmail.com,Gabon,1,72,0
Laila VanDijk,S792778,Nursing,contact_iron@yandex.com,Gambia,2,18,0
Ren Miller,S317261,HumanResourcesManagement,support_frostvale@live.com,Cameroon,0,44,1
Aoi Martin,S712350,Film&MediaStudies,contact_eclipse@yandex.com,Honduras,1,72,0
Ethan Russo,S296990,Theater&Drama,media_quantum@protonmail.com,Croatia,0,77,0
Gang Inoue,S692599,Entrepreneurship,sales_titan@yahoo.com,Chile,1,39,0
Skyler Taylor,S948841,FashionDesign,admin_zenith@hotmail.com,Guinea-Bissau,1,73,1
Ping Saleh,S436966,Neuroscience,info_summitaegis@aol.com,Eswatini,2,11,0
Yara Al-Masri,S332482,Pharmacy,support_quantum@aol.com,Eritrea,0,19,1
Hua Ito,S486239,Anthropology,media_flux@protonmail.com,Germany,1,52,1
Ling Nguyen,S307848,Entrepreneurship,zephyron.help@icloud.com,Czechia,0,39,1
Chidi Kaya,S339290,Film&MediaStudies,t.zhang_services@me.com,Iceland,0,71,1
Xin Singh,S281639,Theater&Drama,hello_quantum@live.com,Cuba,1,78,0
Jamie Bernard,S201896,Geography,support_voltex@aol.com,Greece,0,62,0
Riley Kobayashi,S221161,Photography,info_flux@zoho.com,India,1,82,1
Aditya Smith,S312197,Criminology,service_ironclad@msn.com,Bolivia,2,57,1
Ping Anderson,S836153,SpecialEducation,techquery2023@gmail.com,Congo(DemocraticRepublic),2,67,1
Hui Johnson,S321136,FineArts,feedback_quantum@me.com,Cyprus,2,71,1
Koa Georgiou,S351656,Philosophy,feedback_ironwave@msn.com,Bulgaria,1,53,1
Arlo Flores,S920806,Theater&Drama,hello_zenith@live.com,DominicanRepublic,1,77,0
Vikram Matsumoto,S388468,Animation&DigitalArts,contact_aurora@yandex.com,France,0,80,1
Riley Brown,S733676,ActuarialScience,novaflux.support@outlook.com,Egypt,0,45,0
Dewi Okafor,S353661,Geography,feedback_quantum@me.com,France,0,61,1
Sanjay Al-Khalifa,S151366,VeterinaryScience,vividra.contact@outlook.com,EquatorialGuinea,2,22,0
Layla Bello,S528134,Meteorology,contact_quantum@yandex.com,France,0,13,1
Anna Petrov,S312718,Dentistry(Pre-Dental),media_echelon@protonmail.com,Eswatini,2,21,1
Lan Romano,S812604,ActuarialScience,media_pyrexia@protonmail.com,Dominica,0,45,1
Jamie VanDijk,S302087,Linguistics,contact_vivid@yandex.com,Gambia,2,55,1
Karan Lewis,S973331,GlobalHealth,tech_pinnacle@yahoo.com,Croatia,0,88,0
Erik Hu,S557696,Hospitality&TourismManagement,luna.waves23@gmx.com,Cambodia,2,42,1
João Brown,S131991,HumanResourcesManagement,feedback_stellar@me.com,CaboVerde,1,44,0
Anastasia Smith,S996421,VeterinaryScience,helpdesk_echelon@yahoo.com,Chad,0,23,1
Ming Jain,S680290,SupplyChainManagement,help_nebulaforge@outlook.com,BurkinaFaso,2,42,0
Aarav Khalid,S775600,Geography,hello.vortexgrid@me.com,Finland,2,62,1
Ibrahim Nikolaidis,S908581,Anthropology,admin_vortex@hotmail.com,Ethiopia,0,52,1
Ali Tran,S7941,BusinessAdministration,contact_vivid@yandex.com,Denmark,1,33,1
Amir Williams,S115095,GenderStudies,service_phoenix@aol.com,Germany,1,59,1
Misha Diallo,S15219,Anthropology,help_zenith@outlook.com,Germany,1,52,1
Soraya Zhou,S592759,SocialWork,service_iron@msn.com,Cameroon,0,58,1
Christopher Le,S953112,Nursing,media_pyrexia@protonmail.com,Eswatini,2,17,0
Koa Hu,S729115,FashionDesign,feedback_zenith@me.com,Grenada,1,72,1
Ji-woo Choi,S255720,EnvironmentalScience&Sustainability,media_eclipse@protonmail.com,CostaRica,1,84,0
Haruto Clark,S991955,Hospitality&TourismManagement,inquiry_elysium@zoho.com,Cameroon,0,43,0
Marco Bakker,S398167,Entrepreneurship,help_eclipse@outlook.com,Egypt,0,39,0
Michael Toure,S622871,History,support_frostvale@live.com,Chile,1,52,1
Yue Chen,S460903,UrbanPlanning,n.lee_consulting@yandex.com,Croatia,0,63,1
Hiroshi Kim,S686967,VeterinaryScience,techquery2023@gmail.com,Denmark,1,22,0
Marco Rossi,S357909,Hospitality&TourismManagement,luna.waves23@gmx.com,Cyprus,2,42,0
Andrew Al-Khalifa,S601938,SocialWork,vividra.contact@outlook.com,Chad,0,58,1
Xin Watanabe,S493504,Criminology,info_summitaegis@aol.com,CaboVerde,1,57,1
Eilidh Katz,S962889,Archaeology,vividra.contact@outlook.com,CentralAfricanRepublic,2,61,0
Wei Ma,S23892,RealEstateManagement,info_eclipse@zoho.com,Germany,1,47,0
Ava Chen,S118511,GenderStudies,silverhawk_sales@aol.com,Greece,0,60,1
Noura Bello,S463278,Physiotherapy,moonlightstudio@protonmail.com,EquatorialGuinea,2,30,0
Matthew Young,S671295,Hospitality&TourismManagement,admin_vortex@hotmail.com,Benin,0,43,0
Reza Nasser,S262363,InternationalBusiness,contact_nexa@yandex.com,Botswana,1,41,1
Ying Khan,S152726,GameDesign,feedback_ironwave@msn.com,Eswatini,2,81,1
Emily Zayed,S929998,Psychology,help_nexus@outlook.com,Cameroon,0,47,0
Jamie Ortiz,S407204,MusicPerformance/Theory,service_phoenix@aol.com,EquatorialGuinea,2,76,0
Kai Smith,S978248,RenewableEnergyEngineering,feedback_catalyst@msn.com,EquatorialGuinea,2,86,1
Min-jun Saleh,S862877,Genetics,support_solstice@me.com,Burundi,0,27,0
Eilidh Hassan,S249838,Film&MediaStudies,service_iron@msn.com,Estonia,1,72,1
Somchai Miller,S565684,Archaeology,query_aurora@yandex.com,France,0,61,0
Jordan Okafor,S644982,MarineBiology,tech_cerulean@icloud.com,EquatorialGuinea,2,96,0
Lan Müller,S703699,Philosophy,service_stellar@msn.com,Fiji,1,53,1
